t,v_cmd,w_cmd,v_meas,w_meas,e_v,e_w,left_voltage,right_voltage,x_gt,y_gt,yaw_gt,seq_ok,status
1.824001,0.200000,0.040000,0.187790,0.143811,0.012210,-0.103811,1.950034,1.904757,0.339588,0.000033,0.000325,1,0
1.840001,0.200000,0.040000,0.190487,-0.095874,0.009513,0.135874,1.855696,2.003036,0.342636,0.000034,0.000306,1,0
1.856001,0.200000,0.040000,0.185719,0.143811,0.014281,-0.103811,1.950022,1.904950,0.345607,0.000035,0.000325,1,0
1.872001,0.200000,0.040000,0.190463,0.000000,0.009537,0.040000,1.894340,1.964573,0.348654,0.000036,0.000307,1,0
1.888001,0.200000,0.040000,0.189517,0.047937,0.010483,-0.007937,1.911660,1.943493,0.351687,0.000037,0.000325,1,0
1.904001,0.200000,0.040000,0.191199,0.000000,0.008801,0.040000,1.894327,1.964766,0.354746,0.000038,0.000344,1,0
1.920001,0.200000,0.040000,0.189532,0.095874,0.010468,-0.055874,1.932908,1.926290,0.357778,0.000039,0.000365,1,0
1.936001,0.200000,0.040000,0.192649,0.000000,0.007351,0.040000,1.894484,1.964820,0.360861,0.000040,0.000344,1,0
1.952001,0.200000,0.040000,0.189579,0.047937,0.010421,-0.007937,1.911804,1.943740,0.363894,0.000041,0.000365,1,0
1.968001,0.200000,0.040000,0.191215,0.047937,0.008785,-0.007937,1.911867,1.943752,0.366954,0.000042,0.000386,1,0
1.984001,0.200000,0.040000,0.191258,0.000000,0.008742,0.040000,1.894534,1.965025,0.370014,0.000043,0.000409,1,0
2.000001,0.200000,0.040000,0.189558,0.095874,0.010442,-0.055874,1.933115,1.926550,0.373047,0.000045,0.000434,1,0
2.016001,0.200000,0.040000,0.192686,0.000000,0.007314,0.040000,1.894691,1.965080,0.376130,0.000046,0.000409,1,0
2.032001,0.200000,0.040000,0.189607,0.047937,0.010393,-0.007937,1.912011,1.944000,0.379163,0.000047,0.000433,1,0
2.048001,0.200000,0.040000,0.191244,0.047937,0.008756,-0.007937,1.912074,1.944012,0.382223,0.000048,0.000459,1,0
2.064001,0.200000,0.040000,0.191288,0.047937,0.008712,-0.007937,1.916002,1.947890,0.385284,0.000050,0.000485,1,0
2.080001,0.200000,0.040000,0.191678,0.047937,0.008322,-0.007937,1.912230,1.944067,0.388351,0.000051,0.000514,1,0
2.096001,0.200000,0.040000,0.191319,0.000000,0.008681,0.040000,1.894898,1.965340,0.391412,0.000053,0.000544,1,0
2.112001,0.200000,0.040000,0.189612,0.047937,0.010388,-0.007937,1.912218,1.944260,0.394446,0.000055,0.000576,1,0
2.128001,0.200000,0.040000,0.191282,0.047937,0.008718,-0.007937,1.912281,1.944272,0.397506,0.000056,0.000610,1,0
2.144001,0.200000,0.040000,0.191329,0.047937,0.008671,-0.007937,1.916209,1.948150,0.400567,0.000058,0.000645,1,0
2.160002,0.200000,0.040000,0.191720,0.047937,0.008280,-0.007937,1.912437,1.944327,0.403635,0.000060,0.000683,1,0
2.176002,0.200000,0.040000,0.191363,0.000000,0.008637,0.040000,1.895105,1.965600,0.406697,0.000062,0.000723,1,0
2.192002,0.200000,0.040000,0.189663,0.047937,0.010337,-0.007937,1.912425,1.944520,0.409731,0.000065,0.000765,1,0
2.208002,0.200000,0.040000,0.191329,0.095874,0.008671,-0.055874,1.933749,1.927136,0.412792,0.000067,0.000809,1,0
2.224002,0.200000,0.040000,0.192836,-0.047937,0.007164,0.087937,1.874063,1.983062,0.415878,0.000069,0.000763,1,0
2.240002,0.200000,0.040000,0.187640,0.095874,0.012360,-0.055874,1.933736,1.927329,0.418880,0.000072,0.000807,1,0
2.256002,0.200000,0.040000,0.192771,0.000000,0.007229,0.040000,1.895312,1.965860,0.421964,0.000074,0.000762,1,0
2.272002,0.200000,0.040000,0.189728,0.047937,0.010272,-0.007937,1.912632,1.944780,0.425000,0.000077,0.000806,1,0
2.288002,0.200000,0.040000,0.191361,0.095874,0.008639,-0.055874,1.933956,1.927396,0.428062,0.000079,0.000852,1,0
2.304002,0.200000,0.040000,0.192864,-0.047937,0.007136,0.087937,1.874270,1.983322,0.431148,0.000082,0.000803,1,0
2.320002,0.200000,0.040000,0.187670,0.095874,0.012330,-0.055874,1.933943,1.927589,0.434150,0.000084,0.000850,1,0
2.336002,0.200000,0.040000,0.192800,0.000000,0.007200,0.040000,1.895519,1.966119,0.437235,0.000087,0.000802,1,0
2.352002,0.200000,0.040000,0.189758,0.047937,0.010242,-0.007937,1.912839,1.945039,0.440271,0.000089,0.000848,1,0
2.368002,0.200000,0.040000,0.191389,0.095874,0.008611,-0.055874,1.934163,1.927656,0.443334,0.000092,0.000896,1,0
2.384002,0.200000,0.040000,0.192895,-0.047937,0.007105,0.087937,1.874477,1.983582,0.446420,0.000095,0.000845,1,0
2.400002,0.200000,0.040000,0.187699,0.095874,0.012301,-0.055874,1.934150,1.927849,0.449423,0.000097,0.000894,1,0
2.416002,0.200000,0.040000,0.192832,0.047937,0.007168,-0.007937,1.913121,1.945118,0.452508,0.000100,0.000844,1,0
2.432002,0.200000,0.040000,0.191494,0.000000,0.008506,0.040000,1.895789,1.966391,0.455572,0.000103,0.000892,1,0
2.448002,0.200000,0.040000,0.189768,0.095874,0.010232,-0.055874,1.934370,1.927916,0.458609,0.000105,0.000944,1,0
2.464002,0.200000,0.040000,0.192892,-0.047937,0.007108,0.087937,1.874684,1.983842,0.461695,0.000108,0.000890,1,0
2.480002,0.200000,0.040000,0.187727,0.143811,0.012273,-0.103811,1.951753,1.906848,0.464698,0.000111,0.000942,1,0
2.496002,0.200000,0.040000,0.190777,-0.047937,0.009223,0.087937,1.878675,1.987731,0.467751,0.000114,0.000888,1,0
2.512002,0.200000,0.040000,0.188075,0.095874,0.011925,-0.055874,1.930648,1.924298,0.470760,0.000117,0.000939,1,0
2.528002,0.200000,0.040000,0.192500,0.000000,0.007500,0.040000,1.896058,1.966663,0.473840,0.000119,0.000886,1,0
2.544002,0.200000,0.040000,0.189820,0.095874,0.010180,-0.055874,1.934640,1.928188,0.476877,0.000122,0.000937,1,0
2.560002,0.200000,0.040000,0.192917,-0.047937,0.007083,0.087937,1.874954,1.984113,0.479964,0.000125,0.000884,1,0
2.576002,0.200000,0.040000,0.187756,0.095874,0.012244,-0.055874,1.934627,1.928381,0.482968,0.000128,0.000935,1,0
2.592002,0.200000,0.040000,0.192891,0.000000,0.007109,0.040000,1.896203,1.966911,0.486054,0.000131,0.000883,1,0
2.608002,0.200000,0.040000,0.189842,0.095874,0.010158,-0.055874,1.934784,1.928435,0.489092,0.000133,0.000933,1,0
2.624002,0.200000,0.040000,0.192941,0.000000,0.007059,0.040000,1.892493,1.963100,0.492179,0.000136,0.000881,1,0
2.640002,0.200000,0.040000,0.189478,0.047937,0.010522,-0.007937,1.917514,1.949721,0.495210,0.000139,0.000931,1,0
2.656003,0.200000,0.040000,0.191853,0.047937,0.008147,-0.007937,1.913742,1.945898,0.498280,0.000142,0.000984,1,0
2.672003,0.200000,0.040000,0.191541,0.047937,0.008459,-0.007937,1.913805,1.945910,0.501345,0.000145,0.001041,1,0
2.688003,0.200000,0.040000,0.191546,0.000000,0.008454,0.040000,1.896472,1.967183,0.504409,0.000148,0.001101,1,0
2.704003,0.200000,0.040000,0.189868,0.095874,0.010132,-0.055874,1.935054,1.928707,0.507447,0.000151,0.001164,1,0
2.720003,0.200000,0.040000,0.193007,-0.047937,0.006993,0.087937,1.875368,1.984633,0.510535,0.000155,0.001098,1,0
2.736003,0.200000,0.040000,0.187831,0.143811,0.012169,-0.103811,1.952437,1.907639,0.513541,0.000158,0.001161,1,0
2.752003,0.200000,0.040000,0.190889,-0.047937,0.009111,0.087937,1.879359,1.988523,0.516595,0.000162,0.001095,1,0
2.768003,0.200000,0.040000,0.188180,0.095874,0.011820,-0.055874,1.931332,1.925089,0.519606,0.000165,0.001158,1,0
2.784003,0.200000,0.040000,0.192611,0.000000,0.007389,0.040000,1.896742,1.967455,0.522688,0.000169,0.001093,1,0
2.800003,0.200000,0.040000,0.189926,0.095874,0.010074,-0.055874,1.935323,1.928979,0.525726,0.000172,0.001155,1,0
2.816003,0.200000,0.040000,0.193028,-0.047937,0.006972,0.087937,1.875638,1.984905,0.528815,0.000176,0.001090,1,0
2.832003,0.200000,0.040000,0.187861,0.143811,0.012139,-0.103811,1.952706,1.907911,0.531821,0.000179,0.001153,1,0
2.848003,0.200000,0.040000,0.190912,-0.047937,0.009088,0.087937,1.879629,1.988795,0.534875,0.000183,0.001088,1,0
2.864003,0.200000,0.040000,0.188208,0.095874,0.011792,-0.055874,1.931602,1.925361,0.537887,0.000186,0.001150,1,0
2.880003,0.200000,0.040000,0.192635,0.000000,0.007365,0.040000,1.897012,1.967727,0.540969,0.000190,0.001085,1,0
2.896003,0.200000,0.040000,0.189952,0.095874,0.010048,-0.055874,1.935593,1.929251,0.544008,0.000193,0.001147,1,0
2.912003,0.200000,0.040000,0.193053,-0.047937,0.006947,0.087937,1.875908,1.985177,0.547097,0.000196,0.001082,1,0
2.928003,0.200000,0.040000,0.187887,0.095874,0.012113,-0.055874,1.935581,1.929444,0.550103,0.000200,0.001144,1,0
2.944003,0.200000,0.040000,0.193027,0.047937,0.006973,-0.007937,1.914552,1.946713,0.553191,0.000203,0.001080,1,0
2.960003,0.200000,0.040000,0.191681,0.000000,0.008319,0.040000,1.897219,1.967986,0.556258,0.000207,0.001141,1,0
2.976003,0.200000,0.040000,0.189956,0.047937,0.010044,-0.007937,1.914539,1.946906,0.559298,0.000210,0.001207,1,0
2.992003,0.200000,0.040000,0.191608,0.095874,0.008392,-0.055874,1.935863,1.929523,0.562363,0.000214,0.001276,1,0
3.008003,0.200000,0.040000,0.193138,-0.047937,0.006862,0.087937,1.876177,1.985449,0.565454,0.000218,0.001203,1,0
3.024003,0.200000,0.040000,0.187932,0.095874,0.012068,-0.055874,1.935851,1.929716,0.568460,0.000222,0.001272,1,0
3.040003,0.200000,0.040000,0.193074,0.000000,0.006926,0.040000,1.897426,1.968246,0.571550,0.000225,0.001200,1,0
3.056003,0.200000,0.040000,0.190019,0.047937,0.009981,-0.007937,1.914746,1.947166,0.574590,0.000229,0.001269,1,0
3.072003,0.200000,0.040000,0.191639,0.047937,0.008361,-0.007937,1.914809,1.947178,0.577656,0.000233,0.001341,1,0
3.088003,0.200000,0.040000,0.191689,0.047937,0.008311,-0.007937,1.914872,1.947190,0.580723,0.000237,0.001418,1,0
3.104003,0.200000,0.040000,0.191705,0.047937,0.008295,-0.007937,1.918800,1.951068,0.583790,0.000242,0.001499,1,0
3.120003,0.200000,0.040000,0.192101,0.047937,0.007899,-0.007937,1.915028,1.947245,0.586864,0.000246,0.001586,1,0
3.136003,0.200000,0.040000,0.191751,0.000000,0.008249,0.040000,1.897696,1.968518,0.589932,0.000251,0.001677,1,0
3.152004,0.200000,0.040000,0.190091,0.047937,0.009909,-0.007937,1.915016,1.947438,0.592974,0.000256,0.001774,1,0
3.168004,0.200000,0.040000,0.191732,0.047937,0.008268,-0.007937,1.915079,1.947450,0.596041,0.000262,0.001876,1,0
